SL,SMILE1,SMILE2,Temperature,Prompt,Reactive_groups,Source_File
12,C(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_small.json
13,C=Cn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_small.json
14,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.3,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C=C', 'CCS']",properties_generated_responses_small.json
15,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=CC)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_small.json
16,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(C)(C)C1,1.3,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C=C', 'CCS']",properties_generated_responses_small.json
17,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,1.3,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['NC', 'C1OC1']",properties_generated_responses_small.json
18,CC(C)(c4ccc(OCC(P)(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_small.json
19,CCC(COC3CO3)CC(C)(COC2CO2)C(=O)OCC4CO4,NCCOCCOCCN,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_small.json
20,CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,NCCNCCN(C)CCN(CCNCCN)CCN(CCN)CCN,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_small.json
21,O=C(OCC1CO1)C4CC3OC3CC4C(=O)OCC2CO2,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_small.json
22,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(OC)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC,0.5,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['C=C', 'C=C(C=O)']",groups_generated_responses_small.json
23,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(OC(=O)CCS)OCC(=O)CCS,0.8,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['C=C', 'CCS']",groups_generated_responses_small.json
24,C=Cc1cccc(C=C)c1,C=C(OC)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOCCOC(=O)C(=O)OCCOCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOCCOC(=O)OCCOCCO,1,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['C=C', 'C=C(C=O)']",groups_generated_responses_small.json
25,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CC(=O)OCCn1c(=O)n(CCOCC=C)c(=O)n(CCOCC=C)c1=O,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['C=C(C=O)', 'C=C']",groups_generated_responses_small.json
26,C=Cc1cccc(C=C)c1,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)cc2)=c3)cc4,1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['C=C', 'C=C(C=O)']",groups_generated_responses_small.json
27,C=CCOCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['CCS', 'C=C']",groups_generated_responses_small.json
28,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCC(C=O)(C)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes hydroxyl(=O) groups.","['C=C', 'CCS']",groups_generated_responses_small.json
29,C=CCOCC(CO)(COCC=C)COCC=C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",groups_generated_responses_small.json
30,C=CCOCC(CO)(COCC=C)COCC=C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(C)(C)C1,1,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",groups_generated_responses_small.json
31,C=C[C@@H]C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",groups_generated_responses_small.json
32,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.3,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",groups_generated_responses_small.json
33,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,0.8,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['C1OC1', 'NC']",groups_generated_responses_small.json
34,O=c1n(CCS)c(=O)n(CCS)c1=O,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,1,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",groups_generated_responses_small.json
35,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(C)COc2ccccc2CC=C,1,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",groups_generated_responses_small.json
36,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",groups_generated_responses_small.json
37,O=c1n(CCS)c(=O)n(CCS)c1=O,C=CCOCC(CO)(COCC=C)COCC=C,1.3,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",groups_generated_responses_small.json
38,CCCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=CCOCC(CO)(COCC=C)COCC=C,1.3,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",groups_generated_responses_small.json
39,CCS(=O)OCCS(=O)OCCS(=O)OCCS(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,1.6,Suggest a TSMP system with one monomer having thiol(CCS) groups and the other featuring vinyl(C=C) groups.,"['CCS', 'C=C']",groups_generated_responses_small.json
40,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(C)(C)C1,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'CCS']",groups_generated_responses_small.json
41,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,C=CC(=O)OCCc1ccccc1OCC(=O)C=C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",groups_generated_responses_small.json
42,C=CCc1ccccc1OCC(O)COC(=O)C=CC(=O)OCC(O)COc2ccccc2CC=C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",groups_generated_responses_small.json
43,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CC(n1c(=O)n(CC=C)c(=O)n(CC=C)c1=O)C=C,1.3,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",groups_generated_responses_small.json
44,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCOCCn1c(=O)n(CCOC(=O)CC=C)c(=O)n(CCOC(=O)CC=C)c1=O,1.3,"Provide a pair of monomers suitable for TSMPs, one rich in acrylate(C=C(C=O)) and the other in vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",groups_generated_responses_small.json
45,c3cc(N(CC1CC1)CC2CO2)ccc3Cc6ccc(N(CC4CC4)CC5CO5)cc6,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,0.8,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_small.json
46,C1OC1COC3COC4C(OC2CO2)COC34,NCCCOCCOCCCCN,1.3,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_small.json
47,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)CC(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_small.json
48,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(C)(C)C1,0.5,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C', 'CCS']",mix_generated_responses_small.json
49,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C', 'CCS']",mix_generated_responses_small.json
50,C=CC(=O)OCC(C)(C)OCC(C)(C)OCC(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C=C,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=N)(COCC=N)COCC=N)CC(C)(C)C1,1.3,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C(C=O)', 'C=C']",mix_generated_responses_small.json
51,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(CCS)OCC=C(CCOC(=O)CCS)OC(=O)CCS,1.6,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C', 'CCS']",mix_generated_responses_small.json
52,C=C(C)C(=O)OCCOCCOCCOCCOCCC(=O)OCCOCCOCCOCCOC(=O)C(=C)C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,1.6,Design a shape memory polymer with Tg ≈ 150°C and Er ≈ 200 MPa that includes vinyl(C=C) and thiol(CCS) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses_small.json
53,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CSc1cccc(C=C)c1,1.3,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",mix_generated_responses_small.json
54,C=C/C(=O)/OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCOCC(CO)(COCC=C)COCC=C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_small.json
55,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_small.json
56,C=CCOCC(CO)(COCC=C)COCC=C,CCC(C=C)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C', 'CCS']",mix_generated_responses_small.json
57,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_small.json
58,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)cc2)cc3)cc4,C=Cc1cccc(C=C)c1,1.6,"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_small.json
59,C=Cc1cccc(C=C)c1,O=c1n(CCS)c(=O)n(CCS)c(=O)n1(CCS),1.3,Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,"['C=C', 'CCS']",properties_generated_responses_large.json
60,O=C(OCC1CO1)C3CC2OC3CC2C(=O)OCC4CO4,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
61,c3cc(N(CC1CO1)CC2CO2)ccc3Nc6ccc(S(=O)(=O)c5ccc(OCC4CO4)cc5)cc6,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1,Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
62,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,c1cc(c2nccc(=O)n2c1)SC(=O)N3CCSCC3,1.3,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
63,C=Cc1cccc(C=C)c1,CCS(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.3,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,"['C=C', 'CCS']",properties_generated_responses_large.json
64,C(c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N)F,C[NH+]1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,1.6,Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_large.json
65,O=C(OCC1CO1)C3CCCC2OC2CC3C(=O)OCC4CO4,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
66,Cc3cc(c2cc(C)c(OCCOCCOCCOC1CO1)cc2)cc(C)c3OCCOCCOCCC4CO4,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
67,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1.3,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
68,CC(C)(C2CCC(OCC1CO1)CC2C(C)(C)C)OCC3CO3,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
69,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC1(C)CC(N)CC(C)(N)C1,0.8,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
70,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC1=C([C@H](C(=C(O1)N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)C,1,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_large.json
71,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCC(C=C)(C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1.3,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses_large.json
72,CC(C)(c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCC3CO3)cc4,NCc1cccc(CN)c1,1.3,Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses_large.json
73,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,0.8,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
74,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
75,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,CC(C)(c3ccc2OCN(c1ccc(C)c(N)c1)Cc2c3)c5ccc4OCN(c6ccc(C)c(N)c6)Cc4c5,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
76,BB(COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)Cc4ccc(OCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1,1.3,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",groups_generated_responses_large.json
77,c1cc(c2nccc(=O)n2c1)SC(=O)N3CCSCC3,CCC1=C([C@H](C(=C(O1)N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)C,1.6,"Generate two monomers for a TSMP, ensuring one includes thiol(CCS) groups and the other includes vinyl(C=C) groups.","['CCS', 'C=C']",groups_generated_responses_large.json
78,c1cc(ccc1N2C(=O)C=CC2=O)I,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N),2,Design a thermoset shape memory polymer using monomers that include acrylate(C=C(C=O)) and vinyl(C=C) functionalities.,"['C=C(C=O)', 'C=C']",groups_generated_responses_large.json
